ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה בתוקף לשנה,היתר קרינה,עוצמת הקרינה,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,area
2828,פלאפון,210426,ירושלים,החרטום 10,ירושלים,ירושלים,220273,634614,תורן על הגג,16/07/2015,2017-05-07 00:00:00,17/04/2019,יש היתר,64.26,8.26,קומה עליונה מתחת לאנטנות,http://documents.sviva.gov.il/B001_3_210426_20150716_1008.pdf,http://documents.sviva.gov.il/B002_3_210426_20150919_2004.pdf,
2829,פלאפון,210427,ירושלים,רחוב אגריפס,ירושלים,ירושלים,219983,632511,אתר זעיר פנימי,2018-05-07 00:00:00,2019-08-04 00:00:00,13/03/2019,יש היתר,30.587,6.101,בחניון -1 ליד חדר גנרטור,http://documents.sviva.gov.il/B001_3_210427_20180705_0828.pdf,http://documents.sviva.gov.il/B002_3_210427_20190408_1206.pdf,
2830,פלאפון,210438,ירושלים,מקור חיים 2,ירושלים,ירושלים,220388,629482,מתקן גישה אלחוטי,19/08/2014,24/04/2018,16/01/2020,יש היתר,7.4,1.08,בקומה עליונה של מבנה האנטנות,http://documents.sviva.gov.il/B001_3_210438_20140819_1540.pdf,http://documents.sviva.gov.il/B002_3_210438_20180424_1821.pdf,30001346
2831,פלאפון,210445,ירושלים,כפר עציון 1,ירושלים,ירושלים,221518,628184,תורן על הגג,2018-09-05 00:00:00,2019-07-10 00:00:00,22/09/2019,יש היתר,14.9,3.4,במסדרון בקומה 7  מתחת לאנטנות מס` 3 & 4 כ- 40 מטר מזרחה,http://documents.sviva.gov.il/B001_3_210445_20180509_1436.pdf,http://documents.sviva.gov.il/B002_3_210445_20191007_1640.pdf,30001342
2832,פלאפון,210446,ירושלים,פינת הרחובות דניאל ינובסקי -חברון,ירושלים,ירושלים,221135,629226,אנטנת עוקץ,22/08/2019,21/07/2019,2019-03-07 00:00:00,יש היתר,43.652,7.952,במבנה משרדים - קומה 5 במרחק 56 מטר ובכיוון °200.,http://documents.sviva.gov.il/B001_3_210446_20190822_1441.pdf,http://documents.sviva.gov.il/B002_3_210446_20190721_1601.pdf,
2833,פלאפון,210447,מעלה אדומים,באזור המזרחי של שכונת נופי סלע,מעלה אדומים,מעלה אדומים,230587,631437,תורן קרקעי,2016-07-04 00:00:00,18/09/2016,2019-07-08 00:00:00,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_210447_20160407_1506.pdf,http://documents.sviva.gov.il/B002_3_210447_20160918_0807.pdf,36162
2834,פלאפון,210453,ירושלים,שמגר 16,ירושלים,ירושלים,219828,633519,מתקן גישה אלחוטי,23/09/2014,2018-09-07 00:00:00,20/05/2019,יש היתר,7.13,0.89,בקומה הטכנית מאחורי האנטנות,http://documents.sviva.gov.il/B001_3_210453_20140923_0923.pdf,http://documents.sviva.gov.il/B002_3_210453_20180709_1632.pdf,3000912
2835,פלאפון,210455,ירושלים,בית חנינא,ירושלים,ירושלים,222218,637530,מתקן גישה אלחוטי,26/10/2017,25/09/2019,20/08/2019,יש היתר,49.38,7.58,בחלון מתחת לאנטנה,http://documents.sviva.gov.il/B001_3_210455_20171026_1433.pdf,http://documents.sviva.gov.il/B002_3_210455_20190925_1321.pdf,
2836,פלאפון,210459,ירושלים,ירושלים,ירושלים,ירושלים,221300,631696,אתר זעיר פנימי,2019-03-02 00:00:00,13/11/2017,14/08/2019,יש היתר,38.888,6.362,,http://documents.sviva.gov.il/B001_3_210459_20190203_0851.pdf,http://documents.sviva.gov.il/B002_3_210459_20171113_1018.pdf,
2837,פלאפון,210461,ירושלים,רח` מרכוס 20,ירושלים,ירושלים,220527,630705,אנטנה משתפלת,20/01/2020,14/01/2020,22/12/2019,יש היתר,56.25,8.04,בתוך מבנה משרדים/קופות צמוד,http://documents.sviva.gov.il/B001_3_210461_20200120_1406.pdf,http://documents.sviva.gov.il/B002_3_210461_20200120_1349.pdf,
2838,פלאפון,210462,ירושלים,שד` שזר 1,ירושלים,ירושלים,219220,632601,תורן על הגג,26/11/2019,16/10/2017,2019-05-06 00:00:00,יש היתר,55.391,7.998,במבנה של מלון קראון פלאזה  ק. 1 במרחק 37 מטר ובכיוון °160.,http://documents.sviva.gov.il/B001_3_210462_20191126_2042.pdf,http://documents.sviva.gov.il/B002_3_210462_20171016_1506.pdf,
2839,פלאפון,210470,ירושלים,צומת חיזמא,ירושלים,ירושלים,222475,637065,תורן קרקעי,2019-09-09 00:00:00,18/11/2019,2019-03-11 00:00:00,יש היתר,0.4,0.1,בתחנת אוטובוס מול  האנטנה מס` 3 כ- 40 מטר מערבה,http://documents.sviva.gov.il/B001_3_210470_20190909_1014.pdf,http://documents.sviva.gov.il/B002_3_210470_20191118_1442.pdf,
2840,פלאפון,210479,ירושלים,אגריפס 111,ירושלים,ירושלים,220141,632355,מתקן גישה אלחוטי,2014-07-10 00:00:00,2018-03-01 00:00:00,22/09/2019,יש היתר,67.79,8.79,בתוך עובדיה סומך 6,http://documents.sviva.gov.il/B001_3_210479_20141007_1117.pdf,http://documents.sviva.gov.il/B002_3_210479_20180103_0825.pdf,3000855
2841,פלאפון,210483,ירושלים,ירושלים,ירושלים,ירושלים,220534,631696,אתר זעיר פנימי,2015-08-02 00:00:00,14/12/2017,25/09/2019,יש היתר,25.183,4.801,במפלס הרצפה,http://documents.sviva.gov.il/B001_3_210483_20150208_0912.pdf,http://documents.sviva.gov.il/B002_3_210483_20171214_1538.pdf,
2842,פלאפון,210484,ירושלים,אגריפס 40,ירושלים,ירושלים,220520,632382,אתר זעיר פנימי,2014-10-02 00:00:00,2018-04-10 00:00:00,2020-05-01 00:00:00,יש היתר,28.378,4.607,במפלס הרצפה מול אנטנת פנל במרחק 1 מטר ממנה,http://documents.sviva.gov.il/B001_3_210484_20140210_1030.pdf,http://documents.sviva.gov.il/B002_3_210484_20181004_0924.pdf,
2843,פלאפון,210486,ירושלים,יוסי בן יועזר 34,ירושלים,ירושלים,219588,628955,תורן על הגג,23/11/2015,19/12/2016,19/08/2019,יש היתר,52.1,7.6,במרפסת ישיבת ארץ הצבי,http://documents.sviva.gov.il/B001_3_210486_20151123_0905.pdf,http://documents.sviva.gov.il/B002_3_210486_20161219_1408.pdf,30001214
2844,פלאפון,210487,ירושלים,הרפובליקה הדומיניקנית,ירושלים,ירושלים,215983,629193,תורן על הגג,2019-04-06 00:00:00,26/09/2019,2019-05-08 00:00:00,יש היתר,48.16,6.9,במרפסת של מגורים ברחוב הרפובליקה הדומיניקנית 12,http://documents.sviva.gov.il/B001_3_210487_20190604_1415.pdf,http://documents.sviva.gov.il/B002_3_210487_20190926_1611.pdf,
2845,פלאפון,210489,מעלה אדומים,אזור תעשיה מישור אדומים,מעלה אדומים,מעלה אדומים,231224,634420,תורן קרקעי,22/05/2016,26/10/2016,14/05/2019,יש היתר,0.22,0.04,בתוך קרוואן,http://documents.sviva.gov.il/B001_3_210489_20160809_1442.pdf,http://documents.sviva.gov.il/B002_3_210489_20161026_0812.pdf,
2846,פלאפון,210491,ירושלים,בית חולים הרצוג,ירושלים,ירושלים,217642,633649,תורן על הגג,26/11/2019,2017-03-04 00:00:00,22/12/2019,יש היתר,,,,http://documents.sviva.gov.il/B001_3_210491_20191126_2043.pdf,http://documents.sviva.gov.il/B002_3_210491_20170403_1101.pdf,
2847,פלאפון,210493,שואבה,בריכת סריס,מטה יהודה,שואבה,207615,634186,תורן על הגג,2019-09-12 00:00:00,20/02/2018,24/11/2019,יש היתר,8.53,1.74,בתוך מבנה מגורים משפ` קליגמן (בית מס` 10),http://documents.sviva.gov.il/B001_3_210493_20191209_1333.pdf,http://documents.sviva.gov.il/B002_3_210493_20180220_0847.pdf,
2848,פלאפון,210497,מעלה אדומים,דרך מדבר יהודה,מעלה אדומים,מעלה אדומים,228294,631848,תורן על הגג,21/12/2014,2017-05-07 00:00:00,30/04/2019,יש היתר,1.14,0.25,,http://documents.sviva.gov.il/B001_3_210497_20141221_1004.pdf,http://documents.sviva.gov.il/B002_3_210497_20151109_0930.pdf,36165
2849,פלאפון,210499,ירושלים,חזקיהו המלך,ירושלים,ירושלים,220112,629909,אתר זעיר פנימי,2012-02-07 00:00:00,20/02/2017,19/11/2019,יש היתר,30.445,3.514,במפלס הרצפה,http://documents.sviva.gov.il/B001_3_210499_20120702_0857.pdf,http://documents.sviva.gov.il/B002_3_210499_20170220_1412.pdf,30001216
2850,פלאפון,210510,ירושלים,קיבוץ מעלה אדומים,מעלה אדומים,מעלה אדומים,227918,630792,אנטנת עוקץ,2016-08-02 00:00:00,2016-02-08 00:00:00,16/01/2020,יש היתר,3.24,0.42,בכל אזור האתר,http://documents.sviva.gov.il/B001_3_210510_20160208_0937.pdf,http://documents.sviva.gov.il/B002_3_210510_20160802_1020.pdf,36168
2851,פלאפון,210518,ירושלים,ירושלים,ירושלים,ירושלים,219899,633594,אתר זעיר פנימי,24/08/2015,21/08/2017,15/05/2019,יש היתר,18.116,3.567,במפלס הרצפה מול אנטנה כלל כיוונית במרחק 0.5 מטר ממנה,http://documents.sviva.gov.il/B001_3_210518_20150824_1101.pdf,http://documents.sviva.gov.il/B002_3_210518_20170821_0942.pdf,3000912
2852,פלאפון,210537,ירושלים,זבוטינסקי 44,ירושלים,ירושלים,220502,630943,מתקן גישה אלחוטי,29/10/2014,31/10/2017,13/08/2019,יש היתר,53.83,7.04,בתוך מבנה שכן בגובה האנטנות ברחוב מולכו,http://documents.sviva.gov.il/B001_3_210537_20141029_1029.pdf,http://documents.sviva.gov.il/B002_3_210537_20171031_0920.pdf,3000864
2853,פלאפון,210541,ירושלים,יד ושם,ירושלים,ירושלים,216766,631321,אתר זעיר פנימי,19/01/2011,20/06/2016,25/03/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,,http://documents.sviva.gov.il/B002_3_210541_20160811_1329.pdf,
2855,פלאפון,210553,ירושלים,עמק  ארזים,מבשרת ציון,מבשרת ציון,216248,634559,תורן קרקעי,2016-08-08 00:00:00,2016-07-11 00:00:00,16/06/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_210553_20160808_1047.pdf,http://documents.sviva.gov.il/B002_3_210553_20161107_1030.pdf,10151
2856,פלאפון,210569,כסלון,בכניסה למושב כסלון,מטה יהודה,כסלון,205367,631064,מתקן גישה אלחוטי,17/11/2016,13/03/2018,16/12/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_210569_20161117_1008.pdf,http://documents.sviva.gov.il/B002_3_210569_20180313_1019.pdf,
2857,פלאפון,210573,ירושלים,אריה דולצין פינת חיים קוליץ,ירושלים,ירושלים,215927,628840,תורן קרקעי,28/03/2016,2019-02-12 00:00:00,19/11/2019,יש היתר,31.555,7.583,בתחנת אוטובוס במרחק 30 מטר ובכיוון °60.,http://documents.sviva.gov.il/B001_3_210573_20160328_1037.pdf,http://documents.sviva.gov.il/B002_3_210573_20191202_1132.pdf,30001144
2858,פלאפון,210576,ירושלים,בצומת הרחובות בנבנישתי ודב יוסף,ירושלים,ירושלים,218847,628589,תורן קרקעי,2014-10-03 00:00:00,2017-01-06 00:00:00,16/01/2020,יש היתר,0.0,0,על הקרקע,http://documents.sviva.gov.il/B001_3_210576_20140310_0827.pdf,http://documents.sviva.gov.il/B002_3_210576_20170601_0842.pdf,
2859,פלאפון,210577,ירושלים,רח` האומן 1,ירושלים,ירושלים,220271,628180,תורן על הגג,2015-06-01 00:00:00,2017-05-07 00:00:00,2020-06-02 00:00:00,יש היתר,2.66,0.61,בתוך מבנה האנטנות,http://documents.sviva.gov.il/B001_3_210577_20150106_1415.pdf,http://documents.sviva.gov.il/B002_3_210577_20150217_0824.pdf,
2860,פלאפון,210578,ירושלים,פייר קינג,ירושלים,ירושלים,220483,629121,תורן על הגג,22/04/2014,2018-09-10 00:00:00,13/08/2019,יש היתר,25.0,3.73,בתוך מבנה מגורים דרום מזרחי,http://documents.sviva.gov.il/B001_3_210578_20140422_0738.pdf,http://documents.sviva.gov.il/B002_3_210578_20181009_1155.pdf,
2861,פלאפון,210585,מעלה אדומים,שטח פתוח,מעלה אדומים,מעלה אדומים,227591,633803,תורן קרקעי,23/03/2017,23/04/2017,26/11/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_210585_20170323_1414.pdf,http://documents.sviva.gov.il/B002_3_210585_20170423_0712.pdf,
2862,פלאפון,210586,נופי סלע,גבעה בנופי סלע,מעלה אדומים,מעלה אדומים,230080,632993,תורן קרקעי,2016-03-04 00:00:00,24/04/2018,2019-11-02 00:00:00,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_210586_20160403_0939.pdf,http://documents.sviva.gov.il/B002_3_210586_20180424_1727.pdf,
2863,פלאפון,210588,ירושלים,בסמוך לכביש 404 צפונית לרמות,מטה בנימין,מטה בנימין,220349,639239,תורן קרקעי,2016-05-07 00:00:00,15/11/2016,16/06/2019,יש היתר,0.0,0,,http://documents.sviva.gov.il/B001_3_210588_20160718_1151.pdf,http://documents.sviva.gov.il/B002_3_210588_20161115_0910.pdf,
2864,פלאפון,210589,ירושלים,רי` זרחי 51,ירושלים,ירושלים,217696,636535,מתקן גישה אלחוטי,2014-04-11 00:00:00,30/06/2019,19/06/2019,יש היתר,38.366,7.996,במרפסת דרומית במרחק 5 מטר ובכיוון °140.,http://documents.sviva.gov.il/B001_3_210589_20141104_1404.pdf,http://documents.sviva.gov.il/B002_3_210589_20190630_0916.pdf,3000431
2865,פלאפון,210590,ירושלים,דרך החורש 134,ירושלים,ירושלים,218304,635522,מתקן גישה אלחוטי,2014-07-10 00:00:00,2018-08-02 00:00:00,19/11/2019,יש היתר,60.464,8.449,הבריאותי בקומת גג במרחק 4 מטר ובכיוון °0.,http://documents.sviva.gov.il/B001_3_210590_20141007_1504.pdf,http://documents.sviva.gov.il/B002_3_210590_20180208_1437.pdf,3000435
2866,פלאפון,210595,ירושלים,רחוב מיכל 5,ירושלים,ירושלים,221040,633927,מתקן גישה אלחוטי,2017-06-02 00:00:00,23/01/2018,19/11/2019,יש היתר,15.112,2.419,על מרפסת דירה עליונה בניין 4 באלעשה,http://documents.sviva.gov.il/B001_3_210595_20170206_1135.pdf,http://documents.sviva.gov.il/B002_3_210595_20180123_1438.pdf,3000515
2867,פלאפון,210596,ירושלים,הרב שאולזון 57,ירושלים,ירושלים,216541,632302,מתקן גישה אלחוטי,22/09/2014,18/06/2018,2020-03-02 00:00:00,יש היתר,46.022,6.325,בקומה מתחת   מרפסת במרחק 9 מטר ובכיוון °50,http://documents.sviva.gov.il/B001_3_210596_20140922_1300.pdf,http://documents.sviva.gov.il/B002_3_210596_20180618_1034.pdf,3000933
2868,פלאפון,210601,ירושלים,מאה שערים 1,ירושלים,ירושלים,220787,632857,מתקן גישה אלחוטי,2014-07-10 00:00:00,2018-03-01 00:00:00,29/12/2019,יש היתר,36.5,8.4,על מרפסת עליונה בניין 2 במלכי ישראל האנטנות מס`  2 כ- 25 מטר מערבה,http://documents.sviva.gov.il/B001_3_210601_20141007_1120.pdf,http://documents.sviva.gov.il/B002_3_210601_20180103_0835.pdf,3000825
2870,פלאפון,210603,ירושלים,אליעזר הלוי 32,ירושלים,ירושלים,218476,632708,מתקן גישה אלחוטי,20/09/2014,18/12/2017,2019-06-11 00:00:00,יש היתר,16.6,3.8,על מרפסת קומה עליונה בניין 15 בשדרות המאירי מול האנטנה מס`  1 כ- 30 מטר מזרח,http://documents.sviva.gov.il/B001_3_210603_20140922_1326.pdf,http://documents.sviva.gov.il/B002_3_210603_20171218_0948.pdf,30001015
2871,פלאפון,210625,ירושלים,צומת גולדה מאיר וקרית המדע,ירושלים,ירושלים,220125,634119,תורן קרקעי,2020-02-02 00:00:00,2017-07-08 00:00:00,23/07/2019,יש היתר,8.6,2,"במסעדת "" אנטרקוט "" מול  האנטנה מס` 1 כ- 60 מטר צפונה",http://documents.sviva.gov.il/B001_3_210625_20200202_0808.pdf,http://documents.sviva.gov.il/B002_3_210625_20170807_0917.pdf,
2872,פלאפון,210632,ירושלים,סנט ג`ורג` 27,ירושלים,ירושלים,221741,633038,אתר זעיר פנימי,2014-05-05 00:00:00,13/02/2017,27/10/2019,יש היתר,38.265,6.615,במפלס הרצפה,http://documents.sviva.gov.il/B001_3_210632_20140505_1043.pdf,http://documents.sviva.gov.il/B002_3_210632_20170213_0942.pdf,
2873,פלאפון,210635,ירושלים,הילטון ירושלים,ירושלים,ירושלים,221283,631672,אתר זעיר פנימי,13/04/2010,26/03/2017,26/11/2019,יש היתר,23.6,4.1,במפלס הקרקע,,http://documents.sviva.gov.il/B002_3_210635_20170326_0737.pdf,
2874,פלאפון,210636,ירושלים,הרב הרצוג 21,ירושלים,ירושלים,219962,630753,מתקן גישה אלחוטי,24/06/2019,22/08/2019,20/08/2019,יש היתר,59.6,6.4,ברח` הרצוג -19 בית מגורים 5- קומות-גג 5מרפסת,http://documents.sviva.gov.il/B001_3_210636_20190624_1307.pdf,http://documents.sviva.gov.il/B002_3_210636_20190822_1518.pdf,3000864
2875,פלאפון,210643,ירושלים,מלכי ישראל 36,ירושלים,ירושלים,220210,633221,אנטנת עוקץ,2018-10-05 00:00:00,27/08/2018,2019-11-07 00:00:00,יש היתר,49.799,7.904,,http://documents.sviva.gov.il/B001_3_210643_20180510_1503.pdf,http://documents.sviva.gov.il/B002_3_210643_20180827_1550.pdf,
2876,פלאפון,210645,רמת רחל,קבוץ רמת רחל,מטה יהודה,רמת רחל,220627,627288,מתקן גישה אלחוטי,22/08/2019,23/02/2020,23/12/2019,יש היתר,19.0,5.4,במסדרון קומה 4 אגף דרומי מול  האנטנה מס` 1  כ- 25 מטר דרומה,http://documents.sviva.gov.il/B001_3_210645_20200202_0844.pdf,http://documents.sviva.gov.il/B002_3_210645_20200223_1740.pdf,
2877,פלאפון,210651,ירושלים,רח` וויז,ירושלים,ירושלים,219398,631332,תורן קרקעי,2015-06-01 00:00:00,26/10/2017,2019-04-07 00:00:00,יש היתר,14.17,2.17,בתוך מוזיאון ארץ המקרא,http://documents.sviva.gov.il/B001_3_210651_20150106_1416.pdf,http://documents.sviva.gov.il/B002_3_210651_20171029_0807.pdf,
2878,פלאפון,210656,ירושלים,רח` וילנאי 4,ירושלים,ירושלים,218740,632440,אתר זעיר פנימי,30/12/2010,26/10/2015,28/03/2019,יש היתר,33.345,7.578,רמה זו צפויה במפלס הרצפה מול אנטנת פנל במרחק 1 מטר ממנה,,http://documents.sviva.gov.il/B002_3_210656_20151026_1000.pdf,
2879,פלאפון,210663,נוה אילן,אולפני ג.ג,מטה יהודה,מטה יהודה,208819,634842,אנטנה משתפלת,2018-09-07 00:00:00,14/03/2019,27/02/2020,יש היתר,40.0,5.99,בתוך מבנה השייך לאולפנים,http://documents.sviva.gov.il/B001_3_210663_20180709_1631.pdf,http://documents.sviva.gov.il/B002_3_210663_20190314_1054.pdf,
2880,פלאפון,210672,ירושלים,צביה ויצחק גילה,ירושלים,ירושלים,217859,626485,אתר זעיר פנימי,17/03/2008,22/03/2018,2019-06-03 00:00:00,יש היתר,8.3,1.9,Ma082550 במשדרון אנטנות,,http://documents.sviva.gov.il/B002_3_210672_20180322_1038.pdf,30001641
2881,פלאפון,811738,רחובות,אופנהיימר 10,רחובות,רחובות,181911,646445,אנטנה משתפלת,18/07/2017,13/11/2017,2019-11-09 00:00:00,יש היתר,25.09,5.36,בתוך מבנה האנטנות מהפריסה הפנימית,http://documents.sviva.gov.il/B001_3_811738_20170718_1713.pdf,http://documents.sviva.gov.il/B002_3_811738_20171113_1037.pdf,
2882,פלאפון,811739,כפר בילו,צומת בילו,גזר,כפר ביל''ו,183103,642244,תורן קרקעי,2015-10-02 00:00:00,2016-04-04 00:00:00,28/01/2020,יש היתר,1.9,0.4,ברחיצת מכונית כ- 40 מטר צפונה,http://documents.sviva.gov.il/B001_3_811739_20150210_1022.pdf,http://documents.sviva.gov.il/B002_3_811739_20200305_1445.pdf,
2883,פלאפון,811765,ראשון לציון,שדרות יצחק רבין פינת מורשת ישראל,ראשון לציון,ראשון לציון,178175,653486,תורן קרקעי,29/07/2014,30/08/2017,15/05/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_811765_20140729_0823.pdf,http://documents.sviva.gov.il/B002_3_811765_20170830_0839.pdf,8300615
2884,פלאפון,811766,ראשון לציון,גדולי ישראל פינת השירה העברית,ראשון לציון,ראשון לציון,178319,654006,תורן קרקעי,2014-08-07 00:00:00,24/07/2017,2020-05-02 00:00:00,יש היתר,13.313,3.004,במבנה חד קומתי    גג במרחק 46 מטר ובכיוון °170.,http://documents.sviva.gov.il/B001_3_811766_20140708_0922.pdf,http://documents.sviva.gov.il/B002_3_811766_20170724_1121.pdf,8300617
2885,פלאפון,811767,ראשון לציון,מחלף גן רווה,ראשון לציון,ראשון לציון,179899,652133,תורן קרקעי,24/03/2014,2019-11-06 00:00:00,15/05/2019,יש היתר,4.556,0.867,במבנה  ק. 1 במרחק 200 מטר ובכיוון °80.ברציפות,http://documents.sviva.gov.il/B001_3_811767_20140324_1105.pdf,http://documents.sviva.gov.il/B002_3_811767_20190611_1533.pdf,8300423
2886,פלאפון,811768,ראשון לציון,רח` השומר,ראשון לציון,ראשון לציון,182685,652043,מתקן גישה אלחוטי,2020-09-02 00:00:00,2019-05-08 00:00:00,14/07/2019,יש היתר,15.89,1.87,דירת בעל הנכס,http://documents.sviva.gov.il/B001_3_811768_20200205_1115.pdf,http://documents.sviva.gov.il/B002_3_811768_20190805_1410.pdf,8300221
2887,פלאפון,811769,ראשון לציון,אלקלי 16,ראשון לציון,ראשון לציון,182458,652452,מתקן גישה אלחוטי,22/09/2014,2018-09-10 00:00:00,13/08/2019,יש היתר,20.802,2.835,בבתוך הבית במרחק 3 מטר ובכיוון °140.,http://documents.sviva.gov.il/B001_3_811769_20140922_1549.pdf,http://documents.sviva.gov.il/B002_3_811769_20181009_0847.pdf,8300125
2888,פלאפון,811770,ראשון לציון,הירשפלד 30,ראשון לציון,ראשון לציון,180915,651812,מתקן גישה אלחוטי,22/09/2014,2018-03-01 00:00:00,2019-06-10 00:00:00,יש היתר,14.73,3.246,קומה מתחת במרחק 4 מטר בכיוון 280 מעלות,http://documents.sviva.gov.il/B001_3_811770_20140922_1556.pdf,http://documents.sviva.gov.il/B002_3_811770_20180103_0902.pdf,8300425
2889,פלאפון,811794,רחובות,חס``ם 11,רחובות,רחובות,183126,644275,מתקן גישה אלחוטי,2016-05-04 00:00:00,2017-07-08 00:00:00,30/06/2019,יש היתר,11.784,1.832,"בבניין מגורים רח` חס""ם 17 קומה 4 במרחק 38 מטר ובכיוון °215.",http://documents.sviva.gov.il/B001_3_811794_20160405_0901.pdf,http://documents.sviva.gov.il/B002_3_811794_20170807_1044.pdf,8400212
2890,פלאפון,811798,נס ציונה,בכניסה לבית הקברות,נס ציונה,נס ציונה,180776,646268,תורן קרקעי,2018-03-12 00:00:00,2019-07-03 00:00:00,2020-07-01 00:00:00,יש היתר,8.215,1.293,במבנה חד קומתי - קרקע במרחק 68 מטר ובכיוון °75.,http://documents.sviva.gov.il/B001_3_811798_20181203_1726.pdf,http://documents.sviva.gov.il/B002_3_811798_20190307_1349.pdf,720011
2891,פלאפון,811799,נס ציונה,נורדאו 10,נס ציונה,נס ציונה,181275,648310,מתקן גישה אלחוטי,2016-10-03 00:00:00,2018-09-04 00:00:00,2020-07-01 00:00:00,יש היתר,6.962,1.015,בקומה מתחת לאנטנות במרחק 10 מטר ובכיוון °150.,http://documents.sviva.gov.il/B001_3_811799_20160310_1145.pdf,http://documents.sviva.gov.il/B002_3_811799_20180409_1414.pdf,72008
2892,פלאפון,811900,רחובות,ויצמת  פינת הרצל,רחובות,רחובות,182201,645205,מתקן גישה אלחוטי,2016-10-03 00:00:00,2019-07-03 00:00:00,2020-07-01 00:00:00,יש היתר,9.641,1.406,בבניין מגורים רח` ויצמן 4 קומה 4 במרחק 37 מטר ובכיוון °115.,http://documents.sviva.gov.il/B001_3_811900_20160310_1146.pdf,http://documents.sviva.gov.il/B002_3_811900_20190307_1352.pdf,8400115
2893,פלאפון,811901,רחובות,הרצל 203,רחובות,רחובות,182038,645449,מתקן גישה אלחוטי,2015-11-11 00:00:00,23/01/2018,18/11/2019,יש היתר,5.95,0.913,בא.ד.גורדון 2 - בניין מגורים 17 קומות - ק.6 במרחק 65 מטר ובכיוון °100.,http://documents.sviva.gov.il/B001_3_811901_20151111_1005.pdf,http://documents.sviva.gov.il/B002_3_811901_20180123_1423.pdf,8400414
2894,פלאפון,811903,רחובות,סעדיה גאון 8,רחובות,רחובות,182067,643767,מתקן גישה אלחוטי,24/03/2016,26/08/2018,14/07/2019,יש היתר,30.272,4.082,"בבניין מגורים בבנייה רח` רמב""ם 58 קומה 3 במרחק 28 מטר ובכיוון °330.",http://documents.sviva.gov.il/B001_3_811903_20160324_1330.pdf,http://documents.sviva.gov.il/B002_3_811903_20180826_1514.pdf,8400321
2895,פלאפון,811904,באר יעקב,בפאתי כביש 431,באר יעקב,חסר מעמד,183237,648599,תורן קרקעי,16/01/2017,2017-06-04 00:00:00,2019-11-11 00:00:00,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_811904_20170116_1356.pdf,http://documents.sviva.gov.il/B002_3_811904_20170406_1022.pdf,
2896,פלאפון,811905,ראשון לציון,האיריס 14,ראשון לציון,ראשון לציון,179389,653194,מתקן גישה אלחוטי,22/09/2014,27/08/2018,2019-10-07 00:00:00,יש היתר,41.729,6.594,מפלס גג  מרפסת של שכן במרחק 4 מטר ובכיוון °10,http://documents.sviva.gov.il/B001_3_811905_20140922_1559.pdf,http://documents.sviva.gov.il/B002_3_811905_20180827_1303.pdf,8300522
2897,פלאפון,811937,ראשון לציון,אזור תעשייה מערבית לצומת עין הקורא,ראשון לציון,ראשון לציון,178223,651157,אתר זעיר פנימי,2019-12-11 00:00:00,23/01/2020,2020-09-01 00:00:00,יש היתר,19.706,3.939,,http://documents.sviva.gov.il/B001_3_811937_20191112_1041.pdf,http://documents.sviva.gov.il/B002_3_811937_20200123_1045.pdf,8300611
2898,פלאפון,811955,ראשון לציון,רחוב זבוטינסקי,ראשון לציון,ראשון לציון,181199,652762,מתקן גישה אלחוטי,17/01/2019,14/01/2019,21/11/2019,יש היתר,33.215,7.636,מפלס גג\חדר אחסון במרחק 5 מטר בכיוון 100 מעלות,http://documents.sviva.gov.il/B001_3_811955_20190117_1356.pdf,http://documents.sviva.gov.il/B002_3_811955_20190114_1311.pdf,8300314
2899,פלאפון,812002,עמק לוד,מושב זיתן,עמק לוד,עמק לוד,189922,654482,תורן קרקעי,21/08/2019,2020-04-02 00:00:00,27/01/2020,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_3_812002_20190821_1248.pdf,http://documents.sviva.gov.il/B002_3_812002_20200204_1528.pdf,
2900,פלאפון,812003,חדיד,דר לבית נחמיה  צמוד לכביש 6 ממזרח,חבל מודיעין,חבל מודיעין,196141,652926,תורן קרקעי,2017-06-07 00:00:00,30/08/2017,2019-01-04 00:00:00,יש היתר,0.0,0,,http://documents.sviva.gov.il/B001_3_812003_20160725_1004.pdf,http://documents.sviva.gov.il/B002_3_812003_20170830_0839.pdf,
