ID,חברה,מס' אתר,עיר,כתובת האתר,רשות מקומית,תחום שיפוט,X_ITM,Y_ITM,סוג אתר,תאריך היתר הקמה,תאריך היתר הפעלה,בדיקה תקופתית אחרונה בתוקף לשנה,היתר קרינה,עוצמת הקרינה,תוצאה מירבית ב% ביחס לסף הבריאות,תאור נקודה בה התקבלה תוצאה מירבית,קובץ הקמה,קובץ הפעלה,area
65,פי.אייץ`.איי. נטוורקס,JN1158B,מסילת ציון,מסילת ציון,מ.א מטה יהודה,מסילת ציון,201452,633990,תורן קרקעי,2016-09-05 00:00:00,2017-06-07 00:00:00,20/05/2019,יש היתר,2.45,0.3,בקרקע במרחק 30 מטר,http://documents.sviva.gov.il/B001_1_JN1158B_20160807_1514.pdf,http://documents.sviva.gov.il/B002_1_JN1158B_20160310_1355.pdf,
66,פי.אייץ`.איי. נטוורקס,JN1160C,גבעת זאב,הזית,עירית ירושלים,גבעת זאב,215649,641336,תורן קרקעי,19/11/2019,29/12/2019,2019-02-05 00:00:00,יש היתר,2.55,0.42,רמה זו צפויה במבנה חד קומתי  קרקע במרחק 55 מטר,http://documents.sviva.gov.il/B001_1_JN1160C_20191119_1657.pdf,http://documents.sviva.gov.il/B002_1_JN1160C_20191229_1721.pdf,37302
67,פי.אייץ`.איי. נטוורקס,JN1161D,בית חורון,ביתונייה,מ.א מטה בנימין,מטה בנימין,214170,641990,תורן קרקעי,29/01/2013,30/03/2017,18/02/2019,יש היתר,2.82,0.59,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_JN1161D_20130129_0937.pdf,http://documents.sviva.gov.il/B002_1_JN1161D_20170330_1011.pdf,
68,פי.אייץ`.איי. נטוורקס,JN1162A,אתר דרך,תחנת דלק דור אנרגיה,ועדה למשנה לרישוי,מטה בנימין,208826,643400,תורן קרקעי,31/01/2018,22/03/2018,18/02/2019,יש היתר,0.0,0,אין אזור מאוכלס ברציפות,http://documents.sviva.gov.il/B001_1_JN1162A_20180131_0934.pdf,http://documents.sviva.gov.il/B002_1_JN1162A_20180322_1435.pdf,
69,פי.אייץ`.איי. נטוורקס,JN1163B,מודיעין,כביש 443 מודיעין,מ.מקומית מודיעין,מטה בנימין,203743,645062,תורן קרקעי,23/05/2016,13/02/2017,2019-03-11 00:00:00,יש היתר,6.12,0.85,בקרקע במרחק 100 מטר,http://documents.sviva.gov.il/B001_1_JN1163B_20160809_1418.pdf,http://documents.sviva.gov.il/B002_1_JN1163B_20170213_1016.pdf,120043
70,פי.אייץ`.איי. נטוורקס,JN1164D,מודיעין,שטח פתוח בצומת שילת כביש מס` 443,מ.מקומית מודיעין,חבל מודיעין,201831,646562,תורן קרקעי,28/11/2018,26/03/2019,2019-07-03 00:00:00,יש היתר,12.29,2.08,הסביבה. רמה זו צפויה במבני תעשייה במרחק 110 מטר,http://documents.sviva.gov.il/B001_1_JN1164D_20181128_1048.pdf,http://documents.sviva.gov.il/B002_1_JN1164D_20190326_1655.pdf,
71,פי.אייץ`.איי. נטוורקס,JN1165C,מבוא מודיעים,אתר קרקעי בצד הימני של הכביש לירושלים,מ.א חבל מודיעין,מודיעין מכבים רעות,199330,648662,תורן קרקעי,2019-08-05 00:00:00,2019-06-08 00:00:00,28/07/2019,יש היתר,0.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,http://documents.sviva.gov.il/B001_1_JN1165C_20190508_1619.pdf,http://documents.sviva.gov.il/B002_1_JN1165C_20190805_1411.pdf,
72,פי.אייץ`.איי. נטוורקס,JN1166B,מודיעין,מצפה מודיעין,מ.מקומית מודיעין,חבל מודיעין,196125,651018,תורן קרקעי,22/11/2016,13/02/2017,2019-06-10 00:00:00,יש היתר,0.64,0.09,בקרקע במרחק 40 מטר,http://documents.sviva.gov.il/B001_1_JN1166B_20161122_0901.pdf,http://documents.sviva.gov.il/B002_1_JN1166B_20170213_1017.pdf,
73,פי.אייץ`.איי. נטוורקס,JN1175A,עופרים,"שת""פ סלקום ליד היישוב עאבוד",מ.א מטה בנימין,מטה בנימין,205850,657953,תורן קרקעי,2016-09-10 00:00:00,16/08/2017,24/09/2019,יש היתר,2.64,0.59,רמה זו צפויה במבנה שומר  קרקע במרחק 40 מטר,http://documents.sviva.gov.il/B001_1_JN1175A_20161009_1047.pdf,,
74,פי.אייץ`.איי. נטוורקס,JN1187B,ירושלים,שדרות גולדה מאיר 255,עירית ירושלים,ירושלים,218657,635973,מתקן גישה אלחוטי,27/07/2017,2017-11-12 00:00:00,2019-03-10 00:00:00,יש היתר,30.24,4.4,במרכז מסחרי רמות  קומה 4 במרחק 25 מטר,,http://documents.sviva.gov.il/B002_1_JN1187B_20171211_1025.pdf,3000424
75,פי.אייץ`.איי. נטוורקס,JN1188A,ירושלים,יהושע 61 פסגת זאב,עירית ירושלים,ירושלים,223416,637961,מתקן גישה אלחוטי,17/02/2019,18/04/2019,2019-08-04 00:00:00,יש היתר,32.53,6.74,רמה זו צפויה בקומה מתחת במרחק 5 מטר,http://documents.sviva.gov.il/B001_1_JN1188A_20190217_0803.pdf,http://documents.sviva.gov.il/B002_1_JN1188A_20190418_1243.pdf,3000125
76,פי.אייץ`.איי. נטוורקס,JN1189A,ירושלים,זרחי 51,עירית ירושלים,ירושלים,217690,636540,מתקן גישה אלחוטי,27/11/2016,13/06/2017,2019-08-04 00:00:00,יש היתר,48.35,6.97,ברח` ישראל זרחי 53  מבנה מגורים קומה עליונה במרחק 14 מטר,http://documents.sviva.gov.il/B001_1_JN1189A_20161127_1000.pdf,,3000431
77,פי.אייץ`.איי. נטוורקס,JN1193A,ירושלים,אליהו מרידור 42,עירית ירושלים,ירושלים,223665,635880,מתקן גישה אלחוטי,2019-03-03 00:00:00,2019-05-05 00:00:00,28/04/2019,יש היתר,9.39,1.91,רמה זו צפויה בבתוך הפיר במרחק 4 מטר,http://documents.sviva.gov.il/B001_1_JN1193A_20190303_0757.pdf,http://documents.sviva.gov.il/B002_1_JN1193A_20190505_1050.pdf,3000133
78,פי.אייץ`.איי. נטוורקס,JN1202B,אלקנה,אלקנה בריכות כביש מס` 505,מ.מקומית אלקנה,שטח ללא שיפוט,203870,667930,תורן קרקעי,2019-08-12 00:00:00,23/03/2017,27/11/2019,יש היתר,0.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,http://documents.sviva.gov.il/B001_1_JN1202B_20191208_1324.pdf,http://documents.sviva.gov.il/B002_1_JN1202B_20200305_1447.pdf,
79,פי.אייץ`.איי. נטוורקס,JN1204C,ברקן,"קרשין עבודות הנדסה בע""מ כביש מס` 505",מ.א שומרון,מפעלי ברקן,211532,668512,תורן קרקעי,15/04/2015,2017-05-02 00:00:00,2019-07-11 00:00:00,יש היתר,12.88,1.98,מבנה,http://documents.sviva.gov.il/B001_1_JN1204C_20150415_0851.pdf,http://documents.sviva.gov.il/B002_1_JN1204C_20170205_1516.pdf,
80,פי.אייץ`.איי. נטוורקס,JN1205F,אריאל,מכללת אריאל ליד סלקום,מ.מקומית אריאל,אריאל,220037,667764,תורן קרקעי,30/12/2013,17/10/2017,2019-06-08 00:00:00,יש היתר,5.33,0.98,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_JN1205F_20200312_1417.pdf,http://documents.sviva.gov.il/B002_1_JN1205F_20140210_1015.pdf,35705
81,פי.אייץ`.איי. נטוורקס,JN1206B,כפר תפוח,כפר תפוח,מ.א שומרון,שטח ללא שיפוט,223327,669820,תורן קרקעי,13/02/2020,2020-03-03 00:00:00,2020-09-01 00:00:00,יש היתר,1.36,0.29,חד קומתי במרחק 76 מטר,http://documents.sviva.gov.il/B001_1_JN1206B_20200213_1220.pdf,http://documents.sviva.gov.il/B002_1_JN1206B_20200303_0950.pdf,
82,פי.אייץ`.איי. נטוורקס,JN1208A,מגדלים,ליד אתר בזק כביש  מס` 505 מגדלים,מ.א שומרון,שטח ללא שיפוט,232518,666303,אנטנה משתפלת,15/08/2017,2017-05-06 00:00:00,2020-05-02 00:00:00,יש היתר,5.0,0.75,במבנה חד קומתי במרחק 15 מטר,http://documents.sviva.gov.il/B001_1_JN1208A_20161225_0834.pdf,http://documents.sviva.gov.il/B002_1_JN1208A_20161030_1030.pdf,
83,פי.אייץ`.איי. נטוורקס,JN1209C,מעלה אפרים,בית ספר שדה מעלה אפריים,עירית מעלה אפרים,מעלה אפרים,237291,663978,תורן קרקעי,2014-02-02 00:00:00,2016-03-05 00:00:00,2019-09-12 00:00:00,יש היתר,2.79,0.63,במבנה במרחק 30 מטר,http://documents.sviva.gov.il/B001_1_JN1209C_20140202_0930.pdf,http://documents.sviva.gov.il/B002_1_JN1209C_20160727_1218.pdf,
84,פי.אייץ`.איי. נטוורקס,JN1229A,יפתח,שושן,מ.א הגליל העליון,הגליל העליון,250060,782823,תורן על הגג,29/04/2019,23/09/2019,23/09/2019,יש היתר,1.2,0.29,בקומה מתחת במרחק 12 מטר,http://documents.sviva.gov.il/B001_1_JN1229A_20190429_1519.pdf,http://documents.sviva.gov.il/B002_1_JN1229A_20190923_1221.pdf,
85,פי.אייץ`.איי. נטוורקס,WE0963A,אור יהודה,בזק אור יהודה,עירית אור יהודה,אור יהודה,186957,658960,תורן על הגג,27/03/2018,13/12/2018,2019-07-11 00:00:00,יש היתר,13.85,1.75,רמה זו צפויה בבתוך מבנה מסחרי ברחוב העבודה 6 במרחק 50 מטר,http://documents.sviva.gov.il/B001_1_WE0963A_20180327_0747.pdf,http://documents.sviva.gov.il/B002_1_WE0963A_20181213_1227.pdf,
86,פי.אייץ`.איי. נטוורקס,WE0964D,רמת גן,הירדן 9,עירית רמת גן,רמת גן,183984,663996,מתקן גישה אלחוטי,19/01/2017,2018-08-01 00:00:00,2019-07-11 00:00:00,יש היתר,38.9,4.65,בבניין מגורים רח` הירדן 12 מרפסת גג במרחק 28 מטר,http://documents.sviva.gov.il/B001_1_WE0964D_20170119_0854.pdf,http://documents.sviva.gov.il/B002_1_WE0964D_20180108_0852.pdf,8600313
87,פי.אייץ`.איי. נטוורקס,WE0966B,גבעתיים,ז`בוטינסקי,עירית גבעתיים,גבעתיים,182597,664480,מתקן גישה אלחוטי,2019-12-12 00:00:00,2020-04-02 00:00:00,31/12/2019,יש היתר,34.11,4.61,ברח` ז`בוטינסקי 45  מבנה מגורים מרפסת גג במרחק 32 מטר,http://documents.sviva.gov.il/B001_1_WE0966B_20191212_0955.pdf,http://documents.sviva.gov.il/B002_1_WE0966B_20200204_1009.pdf,630034
88,פי.אייץ`.איי. נטוורקס,WE0970A,פתחתקווה,רח` קפלן 17,עירית פתח תקווה,פתח תקווה,187801,666087,תורן על הגג,24/10/2019,2018-01-03 00:00:00,26/09/2019,יש היתר,47.27,6.94,רמה זו צפויה ברח` אחים בן עזר 15  מבנה המגורים  קומה 8 במרחק 39 מטר,http://documents.sviva.gov.il/B001_1_WE0970A_20191024_1715.pdf,http://documents.sviva.gov.il/B002_1_WE0970A_20180301_0904.pdf,7900133
89,פי.אייץ`.איי. נטוורקס,WE0971C,פתחתקווה,רח` פינס 8  בזק,עירית פתח תקווה,פתח תקווה,189587,664878,מתקן גישה אלחוטי,29/08/2017,2018-03-01 00:00:00,2019-10-11 00:00:00,יש היתר,18.03,2.32,במבנה מגורים רח` אפשטיין 11 קומה 1 במרחק 36 מטר,http://documents.sviva.gov.il/B001_1_WE0971C_20160914_1509.pdf,http://documents.sviva.gov.il/B002_1_WE0971C_20180103_1605.pdf,
90,פי.אייץ`.איי. נטוורקס,WE0972A,תל אביביפו,מסריק 1,עירית תל אביביפו,תל אביב יפו,179186,665047,מתקן גישה אלחוטי,2020-02-01 00:00:00,2016-09-08 00:00:00,2019-02-04 00:00:00,יש היתר,63.66,7.95,במרפסת שכן  קומה מתחת במרחק 7 מטר,http://documents.sviva.gov.il/B001_1_WE0972A_20200102_1041.pdf,http://documents.sviva.gov.il/B002_1_WE0972A_20160809_1038.pdf,
91,פי.אייץ`.איי. נטוורקס,WE0974F,תל אביביפו,לבונטין 21,עירית תל אביביפו,תל אביב יפו,179012,663380,אנטנת עוקץ,2019-09-09 00:00:00,2019-02-12 00:00:00,21/11/2019,יש היתר,47.31,7,רמה זו צפויה בלבונטין 26 במרחק 54 מטר,http://documents.sviva.gov.il/B001_1_WE0974F_20190909_1229.pdf,http://documents.sviva.gov.il/B002_1_WE0974F_20191202_1115.pdf,
92,פי.אייץ`.איי. נטוורקס,WE0979B,לוד,"נתב""ג 2000 טרמינל ראשי צפון מערב",עירית לוד,נמל תעופה בן גוריון,187490,656471,תורן על הגג,28/05/2018,2018-12-09 00:00:00,21/07/2019,יש היתר,6.03,0.95,רמה זו צפויה בקומה מתחת במרחק 3 מטר,http://documents.sviva.gov.il/B001_1_WE0979B_20180528_0827.pdf,http://documents.sviva.gov.il/B002_1_WE0979B_20180912_1134.pdf,
93,פי.אייץ`.איי. נטוורקס,WE0980C,לוד,"טרמינל בשטח הקרקעיצד מזרחי נתב""ג",עירית לוד,נמל תעופה בן גוריון,187940,656471,תורן על הגג,28/05/2018,2018-12-09 00:00:00,21/07/2019,יש היתר,11.13,1.69,רמה זו צפויה בקומה מתחת  שטח הטרמינל במרחק 25 מטר,http://documents.sviva.gov.il/B001_1_WE0980C_20180528_0948.pdf,http://documents.sviva.gov.il/B002_1_WE0980C_20180912_1131.pdf,
94,פי.אייץ`.איי. נטוורקס,WE0984D,תל אביביפו,שינקין פינת אחד העם,עירית תל אביביפו,תל אביב יפו,179144,663997,תורן על הגג,20/08/2019,17/02/2020,18/06/2019,יש היתר,52.28,7.98,באחד העם 71 במרחק 29 מטר,http://documents.sviva.gov.il/B001_1_WE0984D_20190820_1550.pdf,http://documents.sviva.gov.il/B002_1_WE0984D_20200217_1337.pdf,5000517
95,פי.אייץ`.איי. נטוורקס,WE0990A,פתחתקווה,גיסין פ` הרב מלכה,עירית פתח תקווה,פתח תקווה,187839,667435,תורן קרקעי,21/07/2019,2017-04-01 00:00:00,16/09/2019,יש היתר,7.46,1.16,זו צפויה במבנה משרדים ומסחר  גיסין 64 א במרחק 38 מטר,http://documents.sviva.gov.il/B001_1_WE0990A_20190721_1006.pdf,http://documents.sviva.gov.il/B002_1_WE0990A_20170104_0834.pdf,
96,פי.אייץ`.איי. נטוורקס,WE0991B,מודיעין,"צפון מודיעין כביש 443 ע""ח",מ.מקומית מודיעין,מודיעין מכבים רעות,200596,647730,תורן קרקעי,2014-11-08 00:00:00,26/06/2017,2019-07-04 00:00:00,יש היתר,4.96,0.5,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_WE0991B_20140811_0913.pdf,http://documents.sviva.gov.il/B002_1_WE0991B_20141001_1042.pdf,120021
97,פי.אייץ`.איי. נטוורקס,WE0992C,מודיעין,מודיעין  שמשוני,מ.מקומית מודיעין,מודיעין מכבים רעות,199419,646569,תורן קרקעי,2019-09-12 00:00:00,2017-06-07 00:00:00,2019-01-05 00:00:00,יש היתר,0.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,http://documents.sviva.gov.il/B001_1_WE0992C_20191209_1355.pdf,http://documents.sviva.gov.il/B002_1_WE0992C_20200308_0750.pdf,120023
98,פי.אייץ`.איי. נטוורקס,WE1701D,כפר סבא,עתיר ידע 15 כפר סבא,עירית כפר סבא,כפר סבא,193987,674318,מתקן גישה אלחוטי,27/11/2016,28/06/2017,2019-03-04 00:00:00,יש היתר,51.41,6.22,במבנה משרדים  קומה 2 במרחק 82 מטר,http://documents.sviva.gov.il/B001_1_WE1701D_20161127_1003.pdf,,
99,פי.אייץ`.איי. נטוורקס,WE1703D,נווה ימין,אתר קרקעי,מ.א דרום השרון,דרום השרון,195374,675651,תורן קרקעי,16/04/2019,2019-05-08 00:00:00,24/07/2019,יש היתר,0.0,0,לא נמצאו אזורים מאוכלסים ברציפות בקרבת מקום.,http://documents.sviva.gov.il/B001_1_WE1703D_20190416_1702.pdf,http://documents.sviva.gov.il/B002_1_WE1703D_20190805_1140.pdf,
100,פי.אייץ`.איי. נטוורקס,WE1704H,מזור,מזור,מ.א חבל מודיעין,חבל מודיעין,194653,661303,תורן קרקעי,27/11/2012,2017-06-09 00:00:00,2019-02-06 00:00:00,יש היתר,2.71,0.38,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_WE1704H_20121127_1336.pdf,http://documents.sviva.gov.il/B002_1_WE1704H_20130120_1657.pdf,
101,פי.אייץ`.איי. נטוורקס,WE3000E,פתחתקווה,הרצל,עירית פתח תקווה,פתח תקווה,189543,665840,מתקן גישה אלחוטי,14/02/2019,2019-12-03 00:00:00,2020-01-01 00:00:00,יש היתר,68.71,7.96,רמה זו צפויה במרפסת ק. 3  בניין שכן במרחק 6 מטר,http://documents.sviva.gov.il/B001_1_WE3000E_20190214_1556.pdf,http://documents.sviva.gov.il/B002_1_WE3000E_20190312_1141.pdf,7900311
102,פי.אייץ`.איי. נטוורקס,WE3002B,כפר קאסם,סולטני 58,מ.מקומית כפר קאסם,כפר קאסם,198083,669280,תורן על הגג,31/12/2018,2019-09-01 00:00:00,2019-02-12 00:00:00,יש היתר,60.17,7.72,זו צפויה במבנה מגורים קומה 3 + מרפסת במרחק 38 מטר,http://documents.sviva.gov.il/B001_1_WE3002B_20181230_1451.pdf,http://documents.sviva.gov.il/B002_1_WE3002B_20190109_1440.pdf,6342
103,פי.אייץ`.איי. נטוורקס,WE3004B,כפר ברא,אורנית,מ.מקומית כפר ברא,כפר ברא,198622,670708,תורן על הגג,18/12/2016,26/07/2017,2019-08-05 00:00:00,יש היתר,7.69,1.54,במפלס קרקע במרחק 20 מטר,http://documents.sviva.gov.il/B001_1_WE3004B_20161218_1226.pdf,http://documents.sviva.gov.il/B002_1_WE3004B_20160331_1353.pdf,6331
104,פי.אייץ`.איי. נטוורקס,WE3007I,אלפי מנשה,תורן סלקום,מ.מקומית אלפי מנשה,אלפי מנשה,200306,675293,תורן קרקעי,19/07/2012,2020-04-03 00:00:00,2020-10-02 00:00:00,יש היתר,1.98,0.27,מפלס הקרקע,http://documents.sviva.gov.il/B001_1_WE3007I_20120719_0800.pdf,http://documents.sviva.gov.il/B002_1_WE3007I_20200304_1103.pdf,37501
105,פי.אייץ`.איי. נטוורקס,WE3009E,נס ציונה,ויצמן,עירית נס ציונה,נס ציונה,181227,649535,תורן קרקעי,2012-12-08 00:00:00,18/05/2017,2020-05-02 00:00:00,יש היתר,1.15,0.21,מבנה,http://documents.sviva.gov.il/B001_1_WE3009E_20120812_0720.pdf,http://documents.sviva.gov.il/B002_1_WE3009E_20121106_0834.pdf,72001
106,פי.אייץ`.איי. נטוורקס,WE3010E,רעננה,יובל 4 רעננה,עירית רעננה,רעננה,188017,676547,מתקן גישה אלחוטי,2017-06-06 00:00:00,2017-04-12 00:00:00,23/09/2019,יש היתר,13.78,1.53,צפויה בהיובל 1 במרחק 43 מטר,http://documents.sviva.gov.il/B001_1_WE3010E_20150415_0907.pdf,http://documents.sviva.gov.il/B002_1_WE3010E_20171204_0952.pdf,870019
